vin	V(vdd)	V(vin)	V(vout)	V(vref)	V(n001)	I(R1)	I(R3)	I(Vdd)	I(Vin)	I(Vref)	Ix(U2:In+)	Ix(U2:In-)	Ix(U2:OUT)	Ix(U2:V+)	Ix(U2:V-)
Step Information: Vref=0  (Run: 1/3)
3.099999999999978e+00	5.000000e+00	3.100000e+00	2.144391e-03	1.000000e+00	2.067384e+00	-2.065231e-04	-2.065240e-04	-6.122359e-07	-2.065231e-04	3.000000e-09	-3.000000e-09	-8.652313e-10	2.065240e-04	6.122359e-07	-2.069820e-04
3.109999999999978e+00	5.000000e+00	3.110000e+00	2.151291e-03	1.000000e+00	2.074053e+00	-2.071893e-04	-2.071902e-04	-6.122285e-07	-2.071893e-04	3.000000e-09	-3.000000e-09	-8.518934e-10	2.071902e-04	6.122285e-07	-2.076482e-04
3.119999999999977e+00	5.000000e+00	3.120000e+00	2.158191e-03	1.000000e+00	2.080722e+00	-2.078556e-04	-2.078564e-04	-6.122211e-07	-2.078556e-04	3.000000e-09	-3.000000e-09	-8.385556e-10	2.078564e-04	6.122211e-07	-2.083145e-04
3.129999999999977e+00	5.000000e+00	3.130000e+00	2.165092e-03	1.000000e+00	2.087391e+00	-2.085218e-04	-2.085226e-04	-6.122137e-07	-2.085218e-04	3.000000e-09	-3.000000e-09	-8.252178e-10	2.085226e-04	6.122137e-07	-2.089807e-04
3.139999999999977e+00	5.000000e+00	3.140000e+00	2.171992e-03	1.000000e+00	2.094060e+00	-2.091880e-04	-2.091888e-04	-6.122063e-07	-2.091880e-04	3.000000e-09	-3.000000e-09	-8.118800e-10	2.091888e-04	6.122063e-07	-2.096469e-04
3.149999999999977e+00	5.000000e+00	3.150000e+00	2.178892e-03	1.000000e+00	2.100729e+00	-2.098542e-04	-2.098550e-04	-6.121990e-07	-2.098542e-04	3.000000e-09	-3.000000e-09	-7.985421e-10	2.098550e-04	6.121990e-07	-2.103131e-04
3.159999999999977e+00	5.000000e+00	3.160000e+00	2.185793e-03	1.000000e+00	2.107398e+00	-2.105204e-04	-2.105212e-04	-6.121916e-07	-2.105204e-04	3.000000e-09	-3.000000e-09	-7.852042e-10	2.105212e-04	6.121916e-07	-2.109793e-04
3.169999999999976e+00	5.000000e+00	3.170000e+00	2.192693e-03	1.000000e+00	2.114067e+00	-2.111866e-04	-2.111874e-04	-6.121842e-07	-2.111866e-04	3.000000e-09	-3.000000e-09	-7.718664e-10	2.111874e-04	6.121842e-07	-2.116455e-04
3.179999999999976e+00	5.000000e+00	3.180000e+00	2.199593e-03	1.000000e+00	2.120736e+00	-2.118529e-04	-2.118536e-04	-6.121768e-07	-2.118529e-04	3.000000e-09	-3.000000e-09	-7.585286e-10	2.118536e-04	6.121768e-07	-2.123117e-04
3.189999999999976e+00	5.000000e+00	3.190000e+00	2.206494e-03	1.000000e+00	2.127405e+00	-2.125191e-04	-2.125198e-04	-6.121694e-07	-2.125191e-04	3.000000e-09	-3.000000e-09	-7.451907e-10	2.125198e-04	6.121694e-07	-2.129779e-04
3.199999999999976e+00	5.000000e+00	3.200000e+00	2.213394e-03	1.000000e+00	2.134073e+00	-2.131853e-04	-2.131860e-04	-6.121620e-07	-2.131853e-04	3.000000e-09	-3.000000e-09	-7.318529e-10	2.131860e-04	6.121620e-07	-2.136441e-04
3.209999999999976e+00	5.000000e+00	3.210000e+00	2.220294e-03	1.000000e+00	2.140743e+00	-2.138515e-04	-2.138522e-04	-6.121546e-07	-2.138515e-04	3.000000e-09	-3.000000e-09	-7.185150e-10	2.138522e-04	6.121546e-07	-2.143103e-04
3.219999999999975e+00	5.000000e+00	3.220000e+00	2.227195e-03	1.000000e+00	2.147411e+00	-2.145177e-04	-2.145184e-04	-6.121472e-07	-2.145177e-04	3.000000e-09	-3.000000e-09	-7.051772e-10	2.145184e-04	6.121472e-07	-2.149765e-04
3.229999999999975e+00	5.000000e+00	3.230000e+00	2.234095e-03	1.000000e+00	2.154080e+00	-2.151839e-04	-2.151846e-04	-6.121398e-07	-2.151839e-04	3.000000e-09	-3.000000e-09	-6.918393e-10	2.151846e-04	6.121398e-07	-2.156428e-04
3.239999999999975e+00	5.000000e+00	3.240000e+00	2.240995e-03	1.000000e+00	2.160749e+00	-2.158501e-04	-2.158508e-04	-6.121325e-07	-2.158501e-04	3.000000e-09	-3.000000e-09	-6.785015e-10	2.158508e-04	6.121325e-07	-2.163090e-04
3.249999999999975e+00	5.000000e+00	3.250000e+00	2.247896e-03	1.000000e+00	2.167418e+00	-2.165164e-04	-2.165170e-04	-6.121251e-07	-2.165164e-04	3.000000e-09	-3.000000e-09	-6.651636e-10	2.165170e-04	6.121251e-07	-2.169752e-04
3.259999999999974e+00	5.000000e+00	3.260000e+00	2.254796e-03	1.000000e+00	2.174087e+00	-2.171826e-04	-2.171832e-04	-6.121177e-07	-2.171826e-04	3.000000e-09	-3.000000e-09	-6.518258e-10	2.171832e-04	6.121177e-07	-2.176414e-04
3.269999999999974e+00	5.000000e+00	3.270000e+00	2.261696e-03	1.000000e+00	2.180756e+00	-2.178488e-04	-2.178494e-04	-6.121103e-07	-2.178488e-04	3.000000e-09	-3.000000e-09	-6.384879e-10	2.178494e-04	6.121103e-07	-2.183076e-04
3.279999999999974e+00	5.000000e+00	3.280000e+00	2.268597e-03	1.000000e+00	2.187425e+00	-2.185150e-04	-2.185156e-04	-6.121029e-07	-2.185150e-04	3.000000e-09	-3.000000e-09	-6.251501e-10	2.185156e-04	6.121029e-07	-2.189738e-04
3.289999999999974e+00	5.000000e+00	3.290000e+00	2.275497e-03	1.000000e+00	2.194094e+00	-2.191812e-04	-2.191818e-04	-6.120955e-07	-2.191812e-04	3.000000e-09	-3.000000e-09	-6.118123e-10	2.191818e-04	6.120955e-07	-2.196400e-04
3.299999999999974e+00	5.000000e+00	3.300000e+00	2.282397e-03	1.000000e+00	2.200763e+00	-2.198474e-04	-2.198480e-04	-6.120881e-07	-2.198474e-04	3.000000e-09	-3.000000e-09	-5.984744e-10	2.198480e-04	6.120881e-07	-2.203062e-04
3.309999999999973e+00	5.000000e+00	3.310000e+00	2.289298e-03	1.000000e+00	2.207432e+00	-2.205137e-04	-2.205142e-04	-6.120807e-07	-2.205137e-04	3.000000e-09	-3.000000e-09	-5.851366e-10	2.205142e-04	6.120807e-07	-2.209724e-04
3.319999999999973e+00	5.000000e+00	3.320000e+00	2.296198e-03	1.000000e+00	2.214101e+00	-2.211799e-04	-2.211804e-04	-6.120733e-07	-2.211799e-04	3.000000e-09	-3.000000e-09	-5.717987e-10	2.211804e-04	6.120733e-07	-2.216386e-04
3.329999999999973e+00	5.000000e+00	3.330000e+00	2.303099e-03	1.000000e+00	2.220770e+00	-2.218461e-04	-2.218466e-04	-6.120659e-07	-2.218461e-04	3.000000e-09	-3.000000e-09	-5.584609e-10	2.218466e-04	6.120659e-07	-2.223048e-04
3.339999999999973e+00	5.000000e+00	3.340000e+00	2.309999e-03	1.000000e+00	2.227438e+00	-2.225123e-04	-2.225129e-04	-6.120586e-07	-2.225123e-04	3.000000e-09	-3.000000e-09	-5.451231e-10	2.225129e-04	6.120586e-07	-2.229710e-04
3.349999999999973e+00	5.000000e+00	3.350000e+00	2.316899e-03	1.000000e+00	2.234107e+00	-2.231785e-04	-2.231791e-04	-6.120512e-07	-2.231785e-04	3.000000e-09	-3.000000e-09	-5.317852e-10	2.231791e-04	6.120512e-07	-2.236372e-04
3.359999999999972e+00	5.000000e+00	3.360000e+00	2.323800e-03	1.000000e+00	2.240776e+00	-2.238447e-04	-2.238453e-04	-6.120438e-07	-2.238447e-04	3.000000e-09	-3.000000e-09	-5.184473e-10	2.238453e-04	6.120438e-07	-2.243035e-04
3.369999999999972e+00	5.000000e+00	3.370000e+00	2.330700e-03	1.000000e+00	2.247445e+00	-2.245109e-04	-2.245115e-04	-6.120363e-07	-2.245109e-04	3.000000e-09	-3.000000e-09	-5.051095e-10	2.245115e-04	6.120363e-07	-2.249697e-04
3.379999999999972e+00	5.000000e+00	3.380000e+00	2.337601e-03	1.000000e+00	2.254114e+00	-2.251772e-04	-2.251777e-04	-6.120289e-07	-2.251772e-04	3.000000e-09	-3.000000e-09	-4.917717e-10	2.251777e-04	6.120289e-07	-2.256359e-04
3.389999999999972e+00	5.000000e+00	3.390000e+00	2.344501e-03	1.000000e+00	2.260783e+00	-2.258434e-04	-2.258439e-04	-6.120216e-07	-2.258434e-04	3.000000e-09	-3.000000e-09	-4.784338e-10	2.258439e-04	6.120216e-07	-2.263021e-04
3.399999999999971e+00	5.000000e+00	3.400000e+00	2.351401e-03	1.000000e+00	2.267452e+00	-2.265096e-04	-2.265101e-04	-6.120142e-07	-2.265096e-04	3.000000e-09	-3.000000e-09	-4.650960e-10	2.265101e-04	6.120142e-07	-2.269683e-04
3.409999999999971e+00	5.000000e+00	3.410000e+00	2.358302e-03	1.000000e+00	2.274121e+00	-2.271758e-04	-2.271763e-04	-6.120068e-07	-2.271758e-04	3.000000e-09	-3.000000e-09	-4.517581e-10	2.271763e-04	6.120068e-07	-2.276345e-04
3.419999999999971e+00	5.000000e+00	3.420000e+00	2.365202e-03	1.000000e+00	2.280790e+00	-2.278420e-04	-2.278425e-04	-6.119994e-07	-2.278420e-04	3.000000e-09	-3.000000e-09	-4.384203e-10	2.278425e-04	6.119994e-07	-2.283007e-04
3.429999999999971e+00	5.000000e+00	3.430000e+00	2.372103e-03	1.000000e+00	2.287459e+00	-2.285082e-04	-2.285087e-04	-6.119920e-07	-2.285082e-04	3.000000e-09	-3.000000e-09	-4.250824e-10	2.285087e-04	6.119920e-07	-2.289669e-04
3.439999999999971e+00	5.000000e+00	3.440000e+00	2.379003e-03	1.000000e+00	2.294128e+00	-2.291745e-04	-2.291749e-04	-6.119846e-07	-2.291745e-04	3.000000e-09	-3.000000e-09	-4.117446e-10	2.291749e-04	6.119846e-07	-2.296331e-04
3.449999999999970e+00	5.000000e+00	3.450000e+00	2.385903e-03	1.000000e+00	2.300797e+00	-2.298407e-04	-2.298411e-04	-6.119772e-07	-2.298407e-04	3.000000e-09	-3.000000e-09	-3.984068e-10	2.298411e-04	6.119772e-07	-2.302993e-04
3.459999999999970e+00	5.000000e+00	3.460000e+00	2.392804e-03	1.000000e+00	2.307466e+00	-2.305069e-04	-2.305073e-04	-6.119698e-07	-2.305069e-04	3.000000e-09	-3.000000e-09	-3.850689e-10	2.305073e-04	6.119698e-07	-2.309655e-04
3.469999999999970e+00	5.000000e+00	3.470000e+00	2.399704e-03	1.000000e+00	2.314134e+00	-2.311731e-04	-2.311735e-04	-6.119624e-07	-2.311731e-04	3.000000e-09	-3.000000e-09	-3.717311e-10	2.311735e-04	6.119624e-07	-2.316317e-04
3.479999999999970e+00	5.000000e+00	3.480000e+00	2.406605e-03	1.000000e+00	2.320803e+00	-2.318393e-04	-2.318397e-04	-6.119550e-07	-2.318393e-04	3.000000e-09	-3.000000e-09	-3.583932e-10	2.318397e-04	6.119550e-07	-2.322980e-04
3.489999999999970e+00	5.000000e+00	3.490000e+00	2.413505e-03	1.000000e+00	2.327472e+00	-2.325055e-04	-2.325059e-04	-6.119477e-07	-2.325055e-04	3.000000e-09	-3.000000e-09	-3.450554e-10	2.325059e-04	6.119477e-07	-2.329642e-04
3.499999999999969e+00	5.000000e+00	3.500000e+00	2.420406e-03	1.000000e+00	2.334141e+00	-2.331718e-04	-2.331721e-04	-6.119403e-07	-2.331718e-04	3.000000e-09	-3.000000e-09	-3.317175e-10	2.331721e-04	6.119403e-07	-2.336304e-04
3.509999999999969e+00	5.000000e+00	3.510000e+00	2.427306e-03	1.000000e+00	2.340810e+00	-2.338380e-04	-2.338383e-04	-6.119329e-07	-2.338380e-04	3.000000e-09	-3.000000e-09	-3.183797e-10	2.338383e-04	6.119329e-07	-2.342966e-04
3.519999999999969e+00	5.000000e+00	3.520000e+00	2.434206e-03	1.000000e+00	2.347479e+00	-2.345042e-04	-2.345045e-04	-6.119255e-07	-2.345042e-04	3.000000e-09	-3.000000e-09	-3.050418e-10	2.345045e-04	6.119255e-07	-2.349628e-04
3.529999999999969e+00	5.000000e+00	3.530000e+00	2.441107e-03	1.000000e+00	2.354148e+00	-2.351704e-04	-2.351707e-04	-6.119180e-07	-2.351704e-04	3.000000e-09	-3.000000e-09	-2.917040e-10	2.351707e-04	6.119180e-07	-2.356290e-04
3.539999999999969e+00	5.000000e+00	3.540000e+00	2.448007e-03	1.000000e+00	2.360817e+00	-2.358366e-04	-2.358369e-04	-6.119107e-07	-2.358366e-04	3.000000e-09	-3.000000e-09	-2.783661e-10	2.358369e-04	6.119107e-07	-2.362952e-04
3.549999999999968e+00	5.000000e+00	3.550000e+00	2.454908e-03	1.000000e+00	2.367486e+00	-2.365028e-04	-2.365031e-04	-6.119033e-07	-2.365028e-04	3.000000e-09	-3.000000e-09	-2.650283e-10	2.365031e-04	6.119033e-07	-2.369614e-04
3.559999999999968e+00	5.000000e+00	3.560000e+00	2.461808e-03	1.000000e+00	2.374155e+00	-2.371690e-04	-2.371693e-04	-6.118959e-07	-2.371690e-04	3.000000e-09	-3.000000e-09	-2.516904e-10	2.371693e-04	6.118959e-07	-2.376276e-04
3.569999999999968e+00	5.000000e+00	3.570000e+00	2.468709e-03	1.000000e+00	2.380824e+00	-2.378353e-04	-2.378355e-04	-6.118885e-07	-2.378353e-04	3.000000e-09	-3.000000e-09	-2.383526e-10	2.378355e-04	6.118885e-07	-2.382938e-04
3.579999999999968e+00	5.000000e+00	3.580000e+00	2.475609e-03	1.000000e+00	2.387493e+00	-2.385015e-04	-2.385017e-04	-6.118811e-07	-2.385015e-04	3.000000e-09	-3.000000e-09	-2.250148e-10	2.385017e-04	6.118811e-07	-2.389600e-04
3.589999999999967e+00	5.000000e+00	3.590000e+00	2.482510e-03	1.000000e+00	2.394161e+00	-2.391677e-04	-2.391679e-04	-6.118737e-07	-2.391677e-04	3.000000e-09	-3.000000e-09	-2.116769e-10	2.391679e-04	6.118737e-07	-2.396262e-04
3.599999999999967e+00	5.000000e+00	3.600000e+00	2.489410e-03	1.000000e+00	2.400831e+00	-2.398339e-04	-2.398341e-04	-6.118663e-07	-2.398339e-04	3.000000e-09	-3.000000e-09	-1.983391e-10	2.398341e-04	6.118663e-07	-2.402924e-04
3.609999999999967e+00	5.000000e+00	3.610000e+00	2.496311e-03	1.000000e+00	2.407499e+00	-2.405001e-04	-2.405003e-04	-6.118589e-07	-2.405001e-04	3.000000e-09	-3.000000e-09	-1.850012e-10	2.405003e-04	6.118589e-07	-2.409587e-04
3.619999999999967e+00	5.000000e+00	3.620000e+00	2.503211e-03	1.000000e+00	2.414168e+00	-2.411663e-04	-2.411665e-04	-6.118515e-07	-2.411663e-04	3.000000e-09	-3.000000e-09	-1.716634e-10	2.411665e-04	6.118515e-07	-2.416249e-04
3.629999999999967e+00	5.000000e+00	3.630000e+00	2.510112e-03	1.000000e+00	2.420837e+00	-2.418326e-04	-2.418327e-04	-6.118441e-07	-2.418326e-04	3.000000e-09	-3.000000e-09	-1.583255e-10	2.418327e-04	6.118441e-07	-2.422911e-04
3.639999999999966e+00	5.000000e+00	3.640000e+00	2.517012e-03	1.000000e+00	2.427506e+00	-2.424988e-04	-2.424989e-04	-6.118368e-07	-2.424988e-04	3.000000e-09	-3.000000e-09	-1.449877e-10	2.424989e-04	6.118368e-07	-2.429573e-04
3.649999999999966e+00	5.000000e+00	3.650000e+00	2.523912e-03	1.000000e+00	2.434175e+00	-2.431650e-04	-2.431651e-04	-6.118294e-07	-2.431650e-04	3.000000e-09	-3.000000e-09	-1.316498e-10	2.431651e-04	6.118294e-07	-2.436235e-04
3.659999999999966e+00	5.000000e+00	3.660000e+00	2.530813e-03	1.000000e+00	2.440844e+00	-2.438312e-04	-2.438313e-04	-6.118220e-07	-2.438312e-04	3.000000e-09	-3.000000e-09	-1.183120e-10	2.438313e-04	6.118220e-07	-2.442897e-04
3.669999999999966e+00	5.000000e+00	3.670000e+00	2.537713e-03	1.000000e+00	2.447513e+00	-2.444974e-04	-2.444975e-04	-6.118146e-07	-2.444974e-04	3.000000e-09	-3.000000e-09	-1.049742e-10	2.444975e-04	6.118146e-07	-2.449559e-04
3.679999999999966e+00	5.000000e+00	3.680000e+00	2.544614e-03	1.000000e+00	2.454182e+00	-2.451636e-04	-2.451637e-04	-6.118071e-07	-2.451636e-04	3.000000e-09	-3.000000e-09	-9.163632e-11	2.451637e-04	6.118071e-07	-2.456221e-04
3.689999999999965e+00	5.000000e+00	3.690000e+00	2.551514e-03	1.000000e+00	2.460851e+00	-2.458298e-04	-2.458299e-04	-6.117997e-07	-2.458298e-04	3.000000e-09	-3.000000e-09	-7.829847e-11	2.458299e-04	6.117997e-07	-2.462883e-04
3.699999999999965e+00	5.000000e+00	3.700000e+00	2.558415e-03	1.000000e+00	2.467520e+00	-2.464961e-04	-2.464961e-04	-6.117924e-07	-2.464961e-04	3.000000e-09	-3.000000e-09	-6.496062e-11	2.464961e-04	6.117924e-07	-2.469545e-04
3.709999999999965e+00	5.000000e+00	3.710000e+00	2.565315e-03	1.000000e+00	2.474189e+00	-2.471623e-04	-2.471623e-04	-6.117850e-07	-2.471623e-04	3.000000e-09	-3.000000e-09	-5.162278e-11	2.471623e-04	6.117850e-07	-2.476207e-04
3.719999999999965e+00	5.000000e+00	3.720000e+00	2.572216e-03	1.000000e+00	2.480858e+00	-2.478285e-04	-2.478285e-04	-6.117776e-07	-2.478285e-04	3.000000e-09	-3.000000e-09	-3.828493e-11	2.478285e-04	6.117776e-07	-2.482869e-04
3.729999999999964e+00	5.000000e+00	3.730000e+00	2.579116e-03	1.000000e+00	2.487526e+00	-2.484947e-04	-2.484947e-04	-6.117702e-07	-2.484947e-04	3.000000e-09	-3.000000e-09	-2.494709e-11	2.484947e-04	6.117702e-07	-2.489531e-04
3.739999999999964e+00	5.000000e+00	3.740000e+00	2.586017e-03	1.000000e+00	2.494195e+00	-2.491609e-04	-2.491609e-04	-6.117628e-07	-2.491609e-04	3.000000e-09	-3.000000e-09	-1.160924e-11	2.491609e-04	6.117628e-07	-2.496194e-04
3.749999999999964e+00	5.000000e+00	3.750000e+00	2.592918e-03	1.000000e+00	2.500864e+00	-2.498271e-04	-2.498271e-04	-6.117554e-07	-2.498271e-04	3.000000e-09	-3.000000e-09	1.728600e-12	2.498271e-04	6.117554e-07	-2.502856e-04
3.759999999999964e+00	5.000000e+00	3.760000e+00	2.599818e-03	1.000000e+00	2.507533e+00	-2.504934e-04	-2.504934e-04	-6.117480e-07	-2.504934e-04	3.000000e-09	-3.000000e-09	1.506644e-11	2.504934e-04	6.117480e-07	-2.509518e-04
3.769999999999964e+00	5.000000e+00	3.770000e+00	2.606719e-03	1.000000e+00	2.514202e+00	-2.511596e-04	-2.511595e-04	-6.117406e-07	-2.511596e-04	3.000000e-09	-3.000000e-09	2.840429e-11	2.511595e-04	6.117406e-07	-2.516180e-04
3.779999999999963e+00	5.000000e+00	3.780000e+00	2.613619e-03	1.000000e+00	2.520871e+00	-2.518258e-04	-2.518258e-04	-6.117332e-07	-2.518258e-04	3.000000e-09	-3.000000e-09	4.174213e-11	2.518258e-04	6.117332e-07	-2.522842e-04
3.789999999999963e+00	5.000000e+00	3.790000e+00	2.620520e-03	1.000000e+00	2.527540e+00	-2.524920e-04	-2.524919e-04	-6.117259e-07	-2.524920e-04	3.000000e-09	-3.000000e-09	5.507998e-11	2.524919e-04	6.117259e-07	-2.529504e-04
3.799999999999963e+00	5.000000e+00	3.800000e+00	2.627420e-03	1.000000e+00	2.534209e+00	-2.531582e-04	-2.531582e-04	-6.117185e-07	-2.531582e-04	3.000000e-09	-3.000000e-09	6.841783e-11	2.531582e-04	6.117185e-07	-2.536166e-04
3.809999999999963e+00	5.000000e+00	3.810000e+00	2.634321e-03	1.000000e+00	2.540878e+00	-2.538244e-04	-2.538243e-04	-6.117111e-07	-2.538244e-04	3.000000e-09	-3.000000e-09	8.175567e-11	2.538243e-04	6.117111e-07	-2.542828e-04
3.819999999999963e+00	5.000000e+00	3.820000e+00	2.641221e-03	1.000000e+00	2.547547e+00	-2.544906e-04	-2.544906e-04	-6.117036e-07	-2.544906e-04	3.000000e-09	-3.000000e-09	9.509352e-11	2.544906e-04	6.117036e-07	-2.549490e-04
3.829999999999962e+00	5.000000e+00	3.830000e+00	2.648122e-03	1.000000e+00	2.554216e+00	-2.551569e-04	-2.551567e-04	-6.116962e-07	-2.551569e-04	3.000000e-09	-3.000000e-09	1.084314e-10	2.551567e-04	6.116962e-07	-2.556152e-04
3.839999999999962e+00	5.000000e+00	3.840000e+00	2.655022e-03	1.000000e+00	2.560885e+00	-2.558231e-04	-2.558230e-04	-6.116888e-07	-2.558231e-04	3.000000e-09	-3.000000e-09	1.217692e-10	2.558230e-04	6.116888e-07	-2.562814e-04
3.849999999999962e+00	5.000000e+00	3.850000e+00	2.661923e-03	1.000000e+00	2.567554e+00	-2.564893e-04	-2.564891e-04	-6.116815e-07	-2.564893e-04	3.000000e-09	-3.000000e-09	1.351071e-10	2.564891e-04	6.116815e-07	-2.569476e-04
3.859999999999962e+00	5.000000e+00	3.860000e+00	2.668823e-03	1.000000e+00	2.574223e+00	-2.571555e-04	-2.571554e-04	-6.116741e-07	-2.571555e-04	3.000000e-09	-3.000000e-09	1.484449e-10	2.571554e-04	6.116741e-07	-2.576139e-04
3.869999999999961e+00	5.000000e+00	3.870000e+00	2.675724e-03	1.000000e+00	2.580891e+00	-2.578217e-04	-2.578216e-04	-6.116667e-07	-2.578217e-04	3.000000e-09	-3.000000e-09	1.617827e-10	2.578216e-04	6.116667e-07	-2.582801e-04
3.879999999999961e+00	5.000000e+00	3.880000e+00	2.682624e-03	1.000000e+00	2.587560e+00	-2.584879e-04	-2.584878e-04	-6.116593e-07	-2.584879e-04	3.000000e-09	-3.000000e-09	1.751206e-10	2.584878e-04	6.116593e-07	-2.589463e-04
3.889999999999961e+00	5.000000e+00	3.890000e+00	2.689525e-03	1.000000e+00	2.594229e+00	-2.591542e-04	-2.591540e-04	-6.116519e-07	-2.591542e-04	3.000000e-09	-3.000000e-09	1.884584e-10	2.591540e-04	6.116519e-07	-2.596125e-04
3.899999999999961e+00	5.000000e+00	3.900000e+00	2.696426e-03	1.000000e+00	2.600898e+00	-2.598204e-04	-2.598202e-04	-6.116445e-07	-2.598204e-04	3.000000e-09	-3.000000e-09	2.017963e-10	2.598202e-04	6.116445e-07	-2.602787e-04
3.909999999999961e+00	5.000000e+00	3.910000e+00	2.703326e-03	1.000000e+00	2.607567e+00	-2.604866e-04	-2.604864e-04	-6.116371e-07	-2.604866e-04	3.000000e-09	-3.000000e-09	2.151341e-10	2.604864e-04	6.116371e-07	-2.609449e-04
3.919999999999960e+00	5.000000e+00	3.920000e+00	2.710227e-03	1.000000e+00	2.614236e+00	-2.611528e-04	-2.611526e-04	-6.116297e-07	-2.611528e-04	3.000000e-09	-3.000000e-09	2.284720e-10	2.611526e-04	6.116297e-07	-2.616111e-04
3.929999999999960e+00	5.000000e+00	3.930000e+00	2.717127e-03	1.000000e+00	2.620905e+00	-2.618190e-04	-2.618188e-04	-6.116223e-07	-2.618190e-04	3.000000e-09	-3.000000e-09	2.418098e-10	2.618188e-04	6.116223e-07	-2.622773e-04
3.939999999999960e+00	5.000000e+00	3.940000e+00	2.724028e-03	1.000000e+00	2.627574e+00	-2.624852e-04	-2.624850e-04	-6.116150e-07	-2.624852e-04	3.000000e-09	-3.000000e-09	2.551477e-10	2.624850e-04	6.116150e-07	-2.629435e-04
3.949999999999960e+00	5.000000e+00	3.950000e+00	2.730929e-03	1.000000e+00	2.634243e+00	-2.631515e-04	-2.631512e-04	-6.116076e-07	-2.631515e-04	3.000000e-09	-3.000000e-09	2.684855e-10	2.631512e-04	6.116076e-07	-2.636097e-04
3.959999999999960e+00	5.000000e+00	3.960000e+00	2.737829e-03	1.000000e+00	2.640912e+00	-2.638177e-04	-2.638174e-04	-6.116001e-07	-2.638177e-04	3.000000e-09	-3.000000e-09	2.818233e-10	2.638174e-04	6.116001e-07	-2.642759e-04
3.969999999999959e+00	5.000000e+00	3.970000e+00	2.744730e-03	1.000000e+00	2.647581e+00	-2.644839e-04	-2.644836e-04	-6.115927e-07	-2.644839e-04	3.000000e-09	-3.000000e-09	2.951612e-10	2.644836e-04	6.115927e-07	-2.649422e-04
3.979999999999959e+00	5.000000e+00	3.980000e+00	2.751630e-03	1.000000e+00	2.654249e+00	-2.651501e-04	-2.651498e-04	-6.115853e-07	-2.651501e-04	3.000000e-09	-3.000000e-09	3.084990e-10	2.651498e-04	6.115853e-07	-2.656084e-04
3.989999999999959e+00	5.000000e+00	3.990000e+00	2.758531e-03	1.000000e+00	2.660918e+00	-2.658163e-04	-2.658160e-04	-6.115779e-07	-2.658163e-04	3.000000e-09	-3.000000e-09	3.218369e-10	2.658160e-04	6.115779e-07	-2.662746e-04
3.999999999999959e+00	5.000000e+00	4.000000e+00	2.765432e-03	1.000000e+00	2.667587e+00	-2.664825e-04	-2.664822e-04	-6.115706e-07	-2.664825e-04	3.000000e-09	-3.000000e-09	3.351747e-10	2.664822e-04	6.115706e-07	-2.669408e-04
4.009999999999959e+00	5.000000e+00	4.010000e+00	2.772332e-03	1.000000e+00	2.674256e+00	-2.671487e-04	-2.671484e-04	-6.115632e-07	-2.671487e-04	3.000000e-09	-3.000000e-09	3.485126e-10	2.671484e-04	6.115632e-07	-2.676070e-04
4.019999999999959e+00	5.000000e+00	4.020000e+00	2.779233e-03	1.000000e+00	2.680925e+00	-2.678150e-04	-2.678146e-04	-6.115558e-07	-2.678150e-04	3.000000e-09	-3.000000e-09	3.618504e-10	2.678146e-04	6.115558e-07	-2.682732e-04
4.029999999999959e+00	5.000000e+00	4.030000e+00	2.786133e-03	1.000000e+00	2.687594e+00	-2.684812e-04	-2.684808e-04	-6.115484e-07	-2.684812e-04	3.000000e-09	-3.000000e-09	3.751882e-10	2.684808e-04	6.115484e-07	-2.689394e-04
4.039999999999958e+00	5.000000e+00	4.040000e+00	2.793034e-03	1.000000e+00	2.694263e+00	-2.691474e-04	-2.691470e-04	-6.115410e-07	-2.691474e-04	3.000000e-09	-3.000000e-09	3.885261e-10	2.691470e-04	6.115410e-07	-2.696056e-04
4.049999999999958e+00	5.000000e+00	4.050000e+00	2.799934e-03	1.000000e+00	2.700932e+00	-2.698136e-04	-2.698132e-04	-6.115336e-07	-2.698136e-04	3.000000e-09	-3.000000e-09	4.018639e-10	2.698132e-04	6.115336e-07	-2.702718e-04
4.059999999999958e+00	5.000000e+00	4.060000e+00	2.806835e-03	1.000000e+00	2.707601e+00	-2.704798e-04	-2.704794e-04	-6.115262e-07	-2.704798e-04	3.000000e-09	-3.000000e-09	4.152018e-10	2.704794e-04	6.115262e-07	-2.709380e-04
4.069999999999958e+00	5.000000e+00	4.070000e+00	2.813736e-03	1.000000e+00	2.714270e+00	-2.711460e-04	-2.711456e-04	-6.115188e-07	-2.711460e-04	3.000000e-09	-3.000000e-09	4.285396e-10	2.711456e-04	6.115188e-07	-2.716042e-04
4.079999999999957e+00	5.000000e+00	4.080000e+00	2.820636e-03	1.000000e+00	2.720939e+00	-2.718123e-04	-2.718118e-04	-6.115114e-07	-2.718123e-04	3.000000e-09	-3.000000e-09	4.418775e-10	2.718118e-04	6.115114e-07	-2.722704e-04
4.089999999999957e+00	5.000000e+00	4.090000e+00	2.827537e-03	1.000000e+00	2.727608e+00	-2.724785e-04	-2.724780e-04	-6.115040e-07	-2.724785e-04	3.000000e-09	-3.000000e-09	4.552153e-10	2.724780e-04	6.115040e-07	-2.729367e-04
